MAIN_ID,ID_name,ID_M,ID_NGC,ID_IC,ID_Ocl,RA_d,DEC_d,PLX_VALUE,OTYPE_otypes,FLUX_V
LEDA   67973,,,,,,331.07985144242,3.56423713312,0.907,Sy2,15.4
Mrk  584,,,,,,30.10973374234,2.66951301037,,Sy1,15.4
MCG+01-59-046,,,,,,349.86598314197,9.4945432976,,G,15.38
LEDA 1349333,,,,,,359.99705677315,8.56501027411,,Sy1,15.4
Mrk 1501,,,,,,2.62919126721,10.97486230503,0.0183,Sy1,15.4
Mrk  357,,,,,,20.66911432117,23.17074757127,,SyG,15.4
ICRF J001939.7+260252,,,,,,4.9157527133,26.04785495917,0.0377,Sy1,15.4
AP J00440305+4104564,,,,,,11.01279063468,41.08231520886,,GlC,15.379
AP J00433031+4138562,,,,,,10.87624368127,41.64895534903,,GlC,15.363
AP J00435817+4124383,,,,,,10.992279,41.410739,,GlC,15.375
AP J00393372+4031147,,,,,,9.89052641275,40.52072824042,,GlC,15.362
ESO 497-3,,,,,,135.40851805498,-24.7902499602,,Sy1,15.4
DOC NRGb025.4,,,,,,137.97587,29.56997,,GiG,15.4
UGC  5154,,,,,,145.13262349741,28.96931830067,,EmG,15.37
SDSS J103614.29-000932.4,,,,,,159.05953096189,-0.15905961641,,G,15.35
LP  610-31,,,,,,158.26639617197,-0.07664532923,18.7111,PM*,15.4
6dFGS gJ103406.6-280236,,,,,,158.527221,-28.043511,,GiC,15.39
LEDA   32158,,,,,,161.57232295848,29.35968900053,,G,15.4
2MASX J10575133+2939084,,,,,,164.46393544544,29.65234469846,,G,15.35
2MASX J10584182-0248568,,,,,,164.67414992246,-2.81566379012,1.0812,Sy1,15.39
2MASX J11084337+2913260,,,,,,167.18066915654,29.22383560802,,Sy2,15.36
2MASX J11054086+2908486,,,,,,166.42033924471,29.14698900799,,G,15.4
UCAC4 450-050908,,,,,,166.84466441946,-0.14934757279,10.2695,PM*,15.36
UCAC4 449-051107,,,,,,167.94856445237,-0.28377359881,4.097,*,15.379
2MASX J11163381+2846066,,,,,,169.1410902445,28.76843950795,,SBG,15.38
UCAC4 451-051772,,,,,,170.66682748078,0.16735658102,3.7905,V*,15.37
LEDA 1862994,,,,,,176.49326104164,29.33259168292,,G,15.37
HCG  57,NAME Copeland Septet,,,,,174.4604,21.985,,CGG,15.4
Z 157-78,,,,,,179.95232756492,29.64067457626,,G,15.38
2MASX J12133201+2928552,,,,,,183.38349758426,29.48200343138,,EmG,15.39
2MASS J12112759+0005267,,,,,,182.8649968561699,0.09079687869,1.0735,Pe*,15.4
ESO 321-14,,,,,,183.4536632,-38.2334028,,AG?,15.35
IC 3467,,,,IC 3467,,188.102324,11.787574,,G,15.4
LEDA   40548,,,,,,186.4050377830799,13.14370479404,,GiC,15.39
LEDA   40723,,,,,,186.66586453086,12.5135358755,,GiC,15.38
2MASX J12371773+2858374,,,,,,189.3239454491099,28.97712254747,,SBG,15.36
IC 3576,,,,IC 3576,,189.15698,6.620887,,AGN,15.4
SDSS J125416.40+000815.2,,,,,,193.56837100239,0.13757838603,0.1362,HB*,15.4
2MASX J12530375-1527018,,,,,,193.26574012985,-15.45040098234,,GiC,15.359413
LEDA   43503,,,,,,192.74428916709,-41.58620832969,,EmG,15.38
2MFGC 10240,,,,,,194.213012,29.378022,,GiC,15.39
2MASX J12585523+2757529,,,,,,194.73023155032,27.96471573694,,GiC,15.39
QSO B1255+244,,,,,,194.38305455983,24.21115685476,,BLL,15.4
2MASX J13150930+2938103,,,,,,198.78888759771,29.63617299328,,SBG,15.35
2MASX J13150191+2910494,,,,,,198.75784244365,29.18030615194,,GiC,15.38
Z  17-41,,,,,,204.3425055346999,-1.74319600954,,Sy2,15.38
[L2004] n5236-886,,,,,,204.25025,-29.86597,,Cl*,15.38
Mrk  662,,,,,,208.52678396263,23.43037402999,0.0704,Sy1,15.37
2MASX J13524450+0007488,,,,,,208.185442,0.130239,,LSB,15.4
MCG+05-34-002,,,,,,213.42018621287,29.07329270383,,EmG,15.37
Mrk  668,,,,,,211.75164340467,28.45408059281,,Sy1,15.35
2MASX J14222018+2942550,,,,,,215.5841464307999,29.71529059109,0.7814,Sy1,15.39
2MASX J14543294+2903515,,,,,,223.637283,29.064328,,SBG,15.39
WRAY 16-286,,,,,,263.25279,-36.73106,,PN,15.4
PN H  2-23,,,,,,267.24129,-34.36508,,PN,15.4
PN M  3-8,,,,,,261.21729,-28.0985,,PN,15.4
PN M  3-41,,,,,,261.49925,-29.364,,PN,15.4
LEDA   90334,,,,,,294.38760306398,-6.21800270493,,Sy1,15.35
Mrk  877,,,,,,245.04699991225,17.40764312282,,Sy1,15.39
LEDA 1868000,,,,,,250.0005423031699,29.49125990638,,EmG,15.37
ICRF J183503.3+324146,,,,,,278.76412340524,32.69634887906,0.022,Sy1,15.39
LEDA 3096566,,,,,,277.8937,41.2681,,Sy1,15.4
ESO-HA   82,,,,,,129.6200700953,-41.04038717451,1.0387,Em*,15.4
6dFGS gJ032229.8-411704,,,,,,50.62391159471,-41.28479551822,,GiP,15.39
2MASX J03222997-4116574,,,,,,50.6249857422,-41.28272595755,,GiP,15.38
ESO-HA  272,,,,,,134.44313467345,-43.29344805518,0.5455,Em*,15.4
ESO 161-7,,,,,,96.5846,-53.6875,,IG,15.4
2MASX J04570259-6623211,,,,,,74.26083954506,-66.38912773088,,*,15.358
LEDA 3095485,,,,,,15.11290710053,-51.23169438913,,Sy1,15.4
[M2002] SMC  75984,,,,,,18.811,-72.33872,,*,15.35
2MASS J12003294-5403141,,,,,,180.1372889472399,-54.05395948051,,G,15.38
2MASX J14212135-7250207,,,,,,215.33904615418,-72.83902716147,,Sy2,15.4
[VV96] J224511.4-603355,,,,,,341.29707817836,-60.5654888846,,Sy1,15.4
2MASS J23015199-5508308,,,,,,345.46675553837,-55.14190621041,0.0252,Sy1,15.4
2MASX J08053779-0058174,,,,,,121.40754075644,-0.97154662286,,BiC,15.4
2MASX J14353953+3511457,,,,,,218.91477051865,35.19592283892,,EmG,15.37
NAME Bootes II,NAME Bootes II,,,,,209.5,12.85,,G,15.4
2MASX J00005591-2834140,,,,,,0.233000027,-28.57062890406,,G,15.36
2MASX J00463612-2805346,,,,,,11.65031832876,-28.0930387965,,G,15.38
LEDA   31684,,,,,,159.82706499032,0.83986747771,,G,15.4
LEDA    3734,,,,,,15.69214667387,-29.32741330171,,G,15.35
2dFGRS TGS360Z105,,,,,,2.67228506353,-30.12151568398,0.7342,G,15.36
2MASX J21580752-0755458,,,,,,329.53125608907,-7.92925226509,,LIN,15.3932495
2MASX J04494090-6436213,,,,,,72.42027043166,-64.60589922427,0.0019,Sy1,15.4
2MASX J13541542-3746333,,,,,,208.5641747444,-37.77588531557,0.0626,Sy2,15.37
IRAS 20247-7542,,,,,,307.67383355756,-75.54531736165,,Sy1,15.36
2MASX J10445416+0219032,,,,,,161.22574264587,2.31761290723,,Sy2,15.36
2MASS J00052690-3034328,,,,,,1.36208962086,-30.5758636696,,G,15.37
ESO-HA  916,,,,,,83.57254900548,-2.97685773452,2.767,RS*,15.38
2MASXI J0247463+445258,,,,,,41.94300791475,44.88282790496,,GiG,15.41
Mrk  507,,,,,,267.160096,68.704461,,Sy1,15.45
Mrk   42,,,,,,178.4240551507,46.2117151042,,Sy1,15.45
2C  349,,,,,,59.7268208541,10.43410884888,,Sy2,15.41
V* V2394 Ori,,,,,,83.84499453903,-4.80830153287,2.3774,Or*,15.45
NGC  2264   162,,,NGC 2264 162,,,100.27391530593,9.51700039954,,TT*,15.44
QSO J0854+2006,,,,,,133.70364576928,20.10851099545,0.0111,BLL,15.43
2dFGRS TGS278Z181,,,,,,2.57705419702,-29.18259643289,,GiC,15.43
LEDA  132717,,,,,,3.03510628764,-30.76641233277,,EmG,15.45
[BML2002]   91,,,,,,3.555163,-30.429175,,G,15.434
CRTS J214039.4-222934,,,,,,325.16501439964,-22.49261399369,0.1496,RR*,15.41
LEDA 3958564,,,,,,333.35251832346,-23.92390050831,,Sy1,15.45
LEDA 3093405,,,,,,351.8105174189199,-10.38821978816,,Sy1,15.45
2MASX J00431088-0940543,,,,,,10.79539104651,-9.68168478445,,GiC,15.44
Mrk  586,,,,,,31.957757933,2.71552132238,0.1049,Sy1,15.41
LEDA    1790,,,,,,7.30708852067,13.26776327174,,Sy1,15.41
2MASX J23031184+1741232,,,,,,345.7993824421599,17.68993497961,,GiG,15.43
QSO B2209+184,,,,,,332.97453705306,18.69718368008,,BLL,15.44
ZSFW N772 c,,,,,,30.28,19.6736,,G,15.43
LEDA    3237,,,,,,13.71715985945,25.42749534487,,Sy1,15.42
AP J00412813+4053497,,,,,,10.36716349657,40.89713439169,,GlC,15.442
ESO 436-43,,,,,,158.674868415,-29.32658678844,0.4611,Sy2,15.45
2MFGC 8426,,,,,,162.49747377326,0.35328422244,,LIN,15.41
2dFGRS TGN432Z111,,,,,,162.5134715003,1.15794037306,,LIN,15.43
GNB 11,,,,,,161.929,0.495,,G,15.42
SDSS J104807.49+001001.6,,,,,,162.03125918601,0.16712521935,,G,15.43
GNB 51,,,,,,162.012,-1.535,,G,15.43
LEDA 1873037,,,,,,164.59000689496,29.64441890229,,G,15.45
2MASX J11022145+2939333,,,,,,165.58949376065,29.65910122692,,G,15.44
2MASX J11095031+2858169,,,,,,167.45957291027,28.97133189275,,GiG,15.42
2MASX J11135941+2928494,,,,,,168.49750423352,29.48023325014,,G,15.42
MCG+05-27-039a,,,,,,169.1145344535,29.19226174522,,LIN,15.43
2MASX J11204570+2850253,,,,,,170.19052140363,28.84047708529,,G,15.45
Z 156-67,,,,,,170.45266310324,29.4456846232,,G,15.42
UCAC4 450-051198,,,,,,169.77097611659,-0.1083571782,2.2774,V*,15.45
UCAC4 449-051427,,,,,,171.04967286369,-0.25431443639,3.5319,V*,15.45
SDSS J113100.56+294018.5,,,,,,172.75234557597,29.67177405186,,G,15.43
UCAC4 450-051803,,,,,,176.03064718,-0.13011981476,10.4148,V*,15.42
UCAC4 450-051889,,,,,,176.78336840657,-0.12770166302,2.2478,V*,15.45
UCAC4 450-051894,,,,,,176.82194226771,-0.03440091124,2.29,*,15.41
UCAC4 452-050603,,,,,,177.48824349396,0.21721053778,2.3868,V*,15.41
2MASX J12113584+3544173,,,,,,182.899367,35.738153,,Sy1,15.43
LEDA 1875560,,,,,,185.333771,29.715472,,GiC,15.43
LEDA   43672,,,,,,193.09957408688,-15.63241707061,,GiC,15.436254
LEDA   43434,,,,,,192.5495023387,-41.29908092644,,EmG,15.45
2MASX J12595670+2755483,,,,,,194.9860539189199,27.93003702706,,GiC,15.42
Z 160-233,,,,,,194.92626325622,27.92474257327,,G,15.42
LEDA   44562,,,,,,194.7929630716799,27.61988560115,,GiC,15.43
2MASX J13093061+2859101,,,,,,197.37761505442,28.98600890146,,GiC,15.41
2MASX J13150513-1620451,,,,,,198.77123046526,-16.34597922538,,GiG,15.44
2MASX J13434476+2938308,,,,,,205.93663500709,29.64210769763,,GiC,15.41
LINEAR 9854852,,,,,,207.52922840125,0.24504285254,0.0705,RR*,15.42
2MFGC 11293,,,,,,209.64636416337,28.84779658325,,Sy2,15.41
MCG+06-32-048,,,,,,217.457365,34.601551,,EmG,15.42
MGC 67546,,,,,,220.98135128626,0.12976608153,5.1889,*,15.44
V* V3811 Sgr,,,,,,275.87084324611,-21.88597177535,,LP*,15.447
PN A66   51,,,,,,285.25580079712,-18.20425601534,0.552,PN,15.42
2MASX J16320244+3203397,,,,,,248.01032219558,32.06093615415,,Sy1,15.41
2MASX J16263635+3502416,,,,,,246.65167008069,35.04502009622,0.5754,Sy1,15.42
LEDA   14126,,,,,,59.03337822376,-44.93958281027,,G,15.45
LEDA   13409,,,,,,54.57256,-43.96999,,AG?,15.44
FRL 1106,,,,,,51.25947793239,-41.90489399526,,Sy1,15.43
ESO 249-17,,,,,,56.78376933552,-45.78097048782,1.5272,G,15.43
GSD  38,,,,,,31.838,-48.478,,G,15.45
2MASX J01094795-4551249,,,,,,17.44975703021,-45.85697203947,,rG,15.42
[MA93]  121,,,,,,11.54560588218,-73.4265560983,,Em*,15.439
[RZ2005]  24,,,,,,10.13912,-72.74006,,OpC,15.42
ESO 110-7,,,,,,349.293425,-66.483589,,IG,15.41
2MASX J22490470-6420356,,,,,,342.26990608436,-64.34322914263,,GiC,15.42
NGC  7408,,,NGC 7408,,,343.9867920236471,-63.6946704064573,0.1283,Sy2,15.41
2MASS J22484115-5109532,,,,,,342.1715447802,-51.16481177255,0.0622,Sy1,15.43
LEDA 3096297,,,,,,208.24885047289,-44.22393653527,,Sy1,15.45
[S72] 4,,,,,,,,,G,15.42
MCG+03-60-031,,,,,,357.80799434224,20.22957257055,,Sy2,15.41
2MFGC 98,,,,,,1.77132452242,-29.45523614225,,G,15.43
LEDA  773284,,,,,,11.55506213548,-25.95005887239,,EmG,15.41
2MASX J00094159-3029415,,,,,,2.42338740767,-30.49499693294,,G,15.41
2dFGRS TGS433Z206,,,,,,0.9910042,-31.0621022,,G,15.45
2dFGRS TGS357Z078,,,,,,359.7929208,-30.5875239,,G,15.44
2dFGRS TGS358Z256,,,,,,0.4795,-30.9839997,,G,15.42
2MASX J21515562-1542218,,,,,,327.98174592585,-15.70597568322,,BiC,15.403979
6dFGS gJ203538.9-132736,,,,,,308.91227782105,-13.46016410704,,EmG,15.43
MCG-02-11-014,,,,,,61.114429,-10.178369,,Sy2,15.41
LEDA   16865,,,,,,77.71023382516,16.47628956122,,GiG,15.423
IRAS 02155+5146,,,,,,34.7210168,52.0011823,,G,15.448
UCAC4 449-051477,,,,,,171.48155314934,-0.27509201096,5.2162,PM*,15.41
RGO 11168,,,,,,13.2677830050858,-26.1706810133589,0.7411,G,15.45
FIRST J085056.8+291200,,,,,,132.73662632306,29.20021920139,,rG,15.42
2MASX J02474048+4450294,,,,,,41.91870735725,44.84143759203,,GiG,15.47
Mrk  876,,,,,,243.48824792551,65.71943130148,,Sy1,15.49
2MASX J16252653+5727278,,,,,,246.36057757183,57.45770642478,0.8982,Sy1,15.47
2MASX J16173497+5014407,,,,,,244.39596583641,50.24455652228,0.3768,Sy2,15.48
NPM1G +39.0163,,,,,,125.2998057190025,39.2593665538089,,GiP,15.456
LEDA   12153,,,,,,49.08839961463,0.4794873936,,G,15.49
2MASX J04493799+0319296,,,,,,72.40834955203,3.32495398908,,GiP,15.48
V* MM Ori,,,,,,83.81648238014,-5.2497010998,2.5655,TT*,15.487
JW  117,,,,,,83.71138452441,-5.45028678847,2.5727,Y*O,15.479
V* V425 Ori,,,,,,83.89835239051,-5.26200866814,2.4738,Or*,15.485
GEN# +6.20147010,,,,,,98.6308,9.0747,,ISM,15.46
2MASX J06460397+4350438,,,,,,101.516563,43.845511,,GiG,15.49
7C 070948.20+370109.00,,,,,,108.28939229378,36.93519553219,0.0688,QSO,15.49
UGC  4636,,,,,,132.95259647093,29.27947884465,,G,15.46
MCG-07-47-031,,,,,,349.7745644819299,-42.11341584294,,BLL,15.46
2MASX J00512444-2829510,,,,,,12.851867,-28.4975,,GiC,15.48
ESO 603-2,,,,,,339.859438,-20.370347,,EmG,15.46
LEDA   71390,,,,,,351.330005,-12.124179,,Sy1,15.46
2MASX J00412211-0952404,,,,,,10.34195408798,-9.87801064197,,GiC,15.46
LEDA 1000224,,,,,,9.54711986625,-8.70823185242,,EmG,15.47
2MASX J02120497-0512327,,,,,,33.02070352612,-5.20924182967,,Sy2,15.49
MCG-01-02-013,,,,,,6.50033777754,-2.93285377604,,Sy2,15.49
SDSS J000628.86-004702.9,,,,,,1.62027073474,-0.78415680887,,G,15.48
2MASX J00552134-0121088,,,,,,13.83905105571,-1.35238072199,,GiC,15.45026
2MASX J00561816-0114307,,,,,,14.07561902866,-1.24184195644,,GiC,15.479531
2MASX J01374827+0217272,,,,,,24.45109160426,2.29099588212,0.5731,Sy2,15.46
2MASX J22194864+0935327,,,,,,334.9526919042299,9.59238970789,0.3506,Sy1,15.49
2MASX J23031792+1740232,,,,,,345.82470856062,17.67319098816,,GiG,15.46
2MASS J00421583+4101142,,,,,,10.56599791619,41.02064121535,0.1814,GlC,15.465
AP J00454185+4145336,,,,,,11.42435906219,41.75929938071,,GlC,15.475
Z 150-57,,,,,,135.107945,29.79609,,G,15.49
2dFGRS TGN354Z190,,,,,,151.17013356954,0.36989004327,,LIN,15.46
2MASX J10003816-1945404,,,,,,150.15910780784,-19.76117348302,,GiG,15.46
UGC  5464,,,,,,152.0321331751,29.54287224543,,AG?,15.47
Z 154-29,,,,,,158.93048987136,29.59197406083,,AG?,15.46
LEDA 1852114,,,,,,158.41549290125,28.98406089953,,G,15.47
7C 1040+2921,,,,,,160.75165804001,29.10122913041,,LIN,15.48
Z  10-24,,,,,,162.29693130501,0.37910260126,,G,15.46
GNB 53,,,,,,160.433,-2.085,,G,15.46
LEDA 1876097,,,,,,165.27119625894,29.73037884688,,G,15.49
Mrk  634,,,,,,164.50508722074,20.48717783276,,Sy1,15.49
MCG+05-27-016,,,,,,167.89724948302,28.74516069628,,LIN,15.48
LEDA   94166,,,,,,169.37093516907,28.77886538152,,G,15.46
2MASX J11163229+2916336,,,,,,169.13473459331,29.27597918147,,G,15.49
2MASX J11173714+2929447,,,,,,169.40475630597,29.49580563772,,G,15.47
UCAC4 451-051730,,,,,,170.29512836349,0.09256359659,1.8086,PM*,15.48
UCAC4 449-051287,,,,,,169.63259735862,-0.20543426488,2.1009,*,15.498
UCAC4 449-051363,,,,,,170.39379159003,-0.23535603763,3.5419,*,15.476
ESO 319-12,,,,,,169.7506,-40.0065,,IG,15.49
UCAC4 450-051469,,,,,,172.56349495105,-0.16714882964,4.0882,V*,15.49
ESO 439-9,,,,,,171.84763092671,-29.25765020515,,Sy2,15.49
LEDA   36541,,,,,,176.12446153742,36.88572675761,,Sy1,15.49
UGC  7300,,,,,,184.18012,28.73217,,GiC,15.49
LEDA   41007,,,,,,187.098658,13.195749,,GiC,15.47
2MASX J12453537+2845426,,,,,,191.39731967457,28.76188196014,,LIN,15.46
EC 12476-2317,,,,,,192.57875,-23.566,,AGN,15.46
6dFGS gJ124903.2-412330,,,,,,192.263183,-41.391494,,GiC,15.49
2MASX J12521554-4128379,,,,,,193.064788,-41.4772,,GiC,15.49
2MASX J13000626+2741072,,,,,,195.0260795273999,27.68530953801,,GiC,15.49
2MASX J13004737+2755196,,,,,,195.19752473185,27.92218747245,,GiC,15.47
2MASX J12590459+2754389,,,,,,194.7693324366599,27.91098112536,,GiC,15.46
2MASX J13140141+2924256,,,,,,198.505892,29.407119,,GiC,15.47
NAME IRAS F13458+1540 SW,NAME IRAS F13458+1540 SW,,,,,207.05975735948,15.42735578249,,rG,15.46
LINEAR 12369016,,,,,,221.57716700883,0.22256304271,0.0532,RR*,15.47
2MASX J14524619+1642267,,,,,,223.1925158069099,16.70736392458,,EmG,15.484676
PN Th  4-7,,,,,,268.094038,-21.853731,,PN,15.46
NGC  6751,,,NGC 6751,,,286.48140990643,-5.99230246154,0.2908,PN,15.48
IRAS 19021+0209,,,,,,286.16101040985,2.24005476897,0.0676,PN,15.487
2MASX J15264583+2903297,,,,,,231.69082629651,29.05803286698,,SBG,15.48
ICRF J172320.7+341757,,,,,,260.8366494212299,34.29943538385,,Sy1,15.46
GSF  40,,,,,,54.05,-45.683,,G,15.46
2MASX J03305022-5236425,,,,,,52.70934822424,-52.61169828358,,GiC,15.49
2MASX J03305653-5224224,,,,,,52.73540098841,-52.40607370316,,GiC,15.46
LEDA    8077,,,,,,31.773675,-50.316933,,AG?,15.48
LEDA    7639,,,,,,30.21474914643,-48.50417972826,,G,15.49
6dFGS gJ015810.0-480737,,,,,,29.54151288462,-48.12681417862,,G,15.48
PHL  1412,,,,,,39.84533052797,-0.02212213806,0.0169,QSO,15.48
LEDA  773232,,,,,,12.79377112635,-25.95402667269,,EmG,15.48
2MASX J00105782-2950413,,,,,,2.74085307902,-29.84502183668,,G,15.48
2dFGRS TGS276Z133,,,,,,0.2813263,-29.0216703,,G,15.46
2dFGRS TGN399Z198,,,,,,200.91962190203,1.36183669559,,AGN,15.46
2dFGRS TGN297Z128,,,,,,162.48395876834,-1.8809438407,,G,15.46
ATO J196.8486-01.7973,,,,,,196.8486139722159,-1.7973059210414,0.1183,V*,15.455
2dFGRS TGS358Z065,,,,,,1.196635,-30.5175336,,G,15.49
LEDA 3700737,,,,,,83.588212,-70.683114,,Sy2,15.451
LEDA   97485,,,,,,169.75501973542,-40.00880079991,0.0359,Sy2,15.49
CRTS J134745.5+125625,,,,,,206.93999247903,12.94041648104,0.0159,Mi*,15.46
QSO B2344+514,,,,,,356.77015504622,51.70496597588,,BLL,15.5
V* V710 Cas B,,,,,,9.19416687738,63.48267013629,1.004,Y*O,15.5
8C 0149+710,,,,,,28.35771257958,71.25179536975,0.0508,BLL,15.5
2MASS J02303247+7259177,,,,,,37.63533659292,72.98826392644,,TT*,15.536
2MASX J03413616+7758452,,,,,,55.400679,77.979233,,G,15.5
2MASS J18302317+7313107,,,,,,277.59650944639,73.21964172771,,Sy1,15.5
RX J1755.0+6519,,,,,,268.77337800537,65.3319613229,0.1389,QSO,15.5
7C 173126.10+552651.00,,,,,,263.0989267,55.4146575,,LIN,15.51
MCG+10-24-111,,,,,,258.6981182659199,61.63518771993,,Sy1,15.51
8C 0716+714,,,,,,110.47270122611,71.34343440181,,BLL,15.5
2MASX J16274618+6525204,,,,,,246.94226562534,65.42222138103,,BiC,15.5
LEDA 2678741,,,,,,245.1537,65.5797,,G,15.5
BIG 328,,,,,,246.837,67.97,,G,15.5
2MASX J10252071+7513393,,,,,,156.3355410332653,75.2277500213201,,G,15.5
IRAS 07598+6508,,,,,,121.12693462835,64.99799710783,,Sy1,15.5
2MASX J15085291+6814074,,,,,,227.22005541689,68.23527215632,0.0208,Sy1,15.5
2MASX J14064683+7153207,,,,,,211.69507459009,71.88914660495,0.7297,Sy1,15.5
2MASX J09202414+6526477,,,,,,140.10030200379,65.44683017478,0.5395,G,15.5
ATO J109.5025+44.0908,,,,,,109.50252864805,44.0908649007,,Sy1,15.5
2MASX J09004960+6313436,,,,,,135.20707645771,63.22869097509,,LIN,15.5
UGC  5101,,,,,,143.96501897691,61.35321927288,,Sy2,15.5
2MASX J15462404+4317157,,,,,,236.60020574302,43.28765543395,,Sy2,15.52
LEDA   23194,,,,,,124.120591,45.637754,,G,15.5
NVSS J083447+434338,,,,,,128.6982621436,43.72706860996,,rG,15.5
LEDA   11616,,,,,,46.37318752357,-2.47497906047,,Sy2,15.5
LEDA   11865,,,,,,47.68258643356,-2.71815792715,,EmG,15.5
LEDA   11833,,,,,,47.50006002283,-2.36386941009,,Sy2,15.5
[VV96] J033913.4-263649,,,,,,54.80600181774,-26.61354083212,0.1059,QSO,15.5
V* V822 Ori,,,,,,84.0215101625,-6.42371798058,2.5094,Or*,15.526
QSO B0548-322,,,,,,87.66904381028,-32.27124575518,,BLL,15.5
2MASX J06513590+1935513,,,,,,102.89957817941,19.59744177656,,rG,15.5
PN Sa  2-18,,,,,,118.2406205697,-36.73184028618,,PN?,15.5
LEDA   80921,,,,,,124.74050277832,-22.87671584792,0.0823,Sy1,15.5
2MASX J08500711+2932519,,,,,,132.529633,29.547753,,BiC,15.52
[OKM2018] SWIFT J0852.2+0782,,,,,,133.0629815803,7.89335903262,,AGN,15.53
LEDA  106831,,,,,,335.52449586315,-41.41925287375,,EmG,15.53
2MASX J23192296-4158466,,,,,,349.84586647484,-41.97966346636,,GiG,15.54
2dFGRS TGS549Z359,,,,,,358.95217551555,-34.4425629341,,G,15.53
2MASX J00100247-2918347,,,,,,2.51038050227,-29.30966716415,,GiC,15.51
LEDA    3153,,,,,,13.40176292659,-29.24124430801,,G,15.534
LEDA    3898,,,,,,16.48076098859,-29.08075556474,,G,15.54
AT20G J021010-221337,,,,,,32.5414,-22.2281,,AGN,15.5
QSO B2252-2434,,,,,,343.85403534252,-24.30834128428,,QSO,15.53
MCG-03-04-072,,,,,,22.02800036603,-18.80862750272,,Sy1,15.5
ICRF J213745.1-143255,,,,,,324.43831663451,-14.54880430798,0.0321,Sy1,15.53
2MASX J21515548-1535178,,,,,,327.9811146709299,-15.58822740234,,GiC,15.53074
PKS J0226-1601,,,,,,36.573575,-16.019303,,rG,15.5
ATO J016.4116-14.2704,,,,,,16.41163447072,-14.27043774492,,Sy1,15.51
LEDA    9673,,,,,,38.14867,-11.9915,,AG?,15.5
2MASX J02315613-0932445,,,,,,37.984045,-9.545744,,G,15.5
LEDA 3093064,,,,,,321.30199889742,-7.22496367385,,Sy2,15.5
2MASX J22314322-0824318,,,,,,337.92996334916,-8.40885300078,,BiC,15.5
NGC   879,,,NGC 879,,,34.21335,-8.964008,,EmG,15.5
LEDA  165333,,,,,,32.22881405823,-5.42267947591,,Sy2,15.51
6dFGS gJ024840.0-043650,,,,,,42.166508,-4.613883,,EmG,15.5
[CGH88] 0108-0333,,,,,,17.8358,-3.2844,,G,15.5
LEDA   10223,,,,,,40.492913,-4.0564,,EmG,15.5
6dFGS gJ002221.4-012045,,,,,,5.589087,-1.345803,,G,15.5
2MFGC 682,,,,,,14.102442,-1.14305,,SyG,15.524081
Mrk 1018,,,,,,31.56662345047,-0.29145048158,,Sy1,15.5
LEDA    9244,,,,,,36.4943367272,-1.85326825717,,Sy1,15.5
LEDA    1055,,,,,,3.9802919488,2.20255762002,,AG?,15.5
LEDA    4532,,,,,,18.83695340897,0.25932234044,,LIN,15.5
NVSS J225331+033945,,,,,,343.38053293341,3.6626207401,,rG,15.5
LEDA   70504,,,,,,346.7621446388699,4.54919485434,,Sy1,15.5
2MASX J02080496+0424397,,,,,,32.02062155057,4.41110878152,,G,15.5
IC  277,,,,IC 277,,44.9608,2.7714,,GiG,15.5
2MASS J21591235+0952433,,,,,,329.80148923581,9.87875025562,0.1318,Sy1,15.52
2MASX J02114911+1301157,,,,,,32.95454835116,13.02106602176,,rG,15.5
2MASX J22515859+1718147,,,,,,342.99423187576,17.30404104229,,BiC,15.5
NVSS J234341+173849,,,,,,355.92495907989,17.64680816276,,rG,15.5
NVSS J213555+183021,,,,,,323.98064828635,18.50733511668,,rG,15.5
PKS 2320+203,,,,,,350.83476760534,20.58987088887,0.6555,rG,15.5
QSO B0235+1624,,,,,,39.66220876875,16.61646515356,,BLL,15.5
AP J00402033+4043583,,,,,,10.08462805128,40.73286089783,0.0296,GlC,15.529
2MASS J00422504+4057176,,,,,,10.60432889473,40.95489479969,1.2717,GlC,15.531
2MASSI J0043372+411443,,,,,,10.90534135661,41.24542057575,,GlC,15.543
BA 3-8,,,,,,11.61255983928,42.03131751932,,GlC,15.541
2MASX J09194454+2856165,,,,,,139.93557170438,28.93781045702,,LIN,15.5
LEDA   27067,,,,,,142.990983,32.581864,,PaG,15.5
2MASX J09505337+3626434,,,,,,147.72257364838,36.4452523005,,G,15.5
2MASS J09574738+0153153,,,,,,149.44740461112,1.88759721258,0.0395,*,15.5
QSO B1011-040,,,,,,153.5861412117,-4.31121470569,,Sy1,15.5
LEDA   30866,,,,,,157.255,29.6347,,G,15.51
LEDA 1857789,,,,,,160.86345503181,29.16791895596,,G,15.54
PKS 1049+08,,,,,,163.1196,8.0936,,G,15.5
GNB 48,,,,,,162.746,-1.785,,G,15.54
MCG-05-26-006,,,,,,161.8031050311876,-28.9210010634329,,Sy1,15.5
LEDA 1860636,,,,,,165.66004353578,29.25705446237,,G,15.52
2MASX J11151319+2916158,,,,,,168.80486187783,29.27131028242,3.4653,Sy1,15.52
UCAC4 449-051282,,,,,,169.60249388132,-0.23120450942,5.5543,PM*,15.512
2MASX J11563290+4259392,,,,,,179.13694802029,42.99425532116,,Sy2,15.54
UGC  6799,,,,,,177.48384829234,28.98246240075,,G,15.54
